139.90	6.31	109.96
139.38	6.31	110.15
138.69	6.31	110.02
137.87	6.31	109.63
136.96	6.31	109.03
136.01	6.31	108.28
135.06	6.31	107.44
134.14	6.31	106.57
133.29	6.31	105.70
132.57	6.31	104.91
132.04	6.31	104.31
131.77	6.31	103.99
131.78	6.31	104.10
132.20	6.31	104.56
133.11	6.31	105.38
134.93	6.31	106.77
137.19	6.31	108.45
139.70	6.31	110.28
142.26	6.31	112.37
144.79	6.30	114.25
147.15	6.30	115.59
149.54	6.30	115.76
151.27	6.30	115.07
151.84	6.29	113.49
149.75	6.29	110.54
146.82	6.29	107.17
143.64	6.28	103.79
142.90	6.28	102.34
142.92	6.28	101.61
143.40	6.28	101.33
144.10	6.27	101.34
144.78	6.27	101.45
144.61	6.27	100.99
144.28	6.27	100.52
143.78	6.26	100.00
143.11	6.26	99.45
142.16	6.26	98.79
141.01	6.25	98.07
139.76	6.25	97.33
138.47	6.25	96.58
137.10	6.25	95.73
135.76	6.24	94.90
134.59	6.24	94.26
133.69	6.24	93.91
133.24	6.23	94.18
133.23	6.23	94.91
133.64	6.23	95.97
134.55	6.23	97.37
136.05	6.22	99.09
137.92	6.22	100.96
140.08	6.22	102.91
142.64	6.22	105.02
145.21	6.21	106.89
147.60	6.21	108.29
149.31	6.21	108.50
150.59	6.21	108.11
151.51	6.21	107.35
152.07	6.20	106.68
152.31	6.20	105.91
152.27	6.20	104.97
151.98	6.20	103.74
151.47	6.20	102.19
150.81	6.19	100.58
150.04	6.19	99.01
149.29	6.19	97.77
148.58	6.19	96.90
147.81	6.19	96.21
146.97	6.18	95.67
146.03	6.18	95.28
144.97	6.18	95.02
143.81	6.18	94.77
142.54	6.18	94.47
141.00	6.17	93.86
139.17	6.17	92.87
137.51	6.17	91.94
136.21	6.17	91.22
135.81	6.17	91.08
136.09	6.17	91.40
136.79	6.16	92.05
137.84	6.16	93.04
139.17	6.16	94.37
140.62	6.15	95.84
142.05	6.15	97.39
143.24	6.15	98.97
144.33	6.14	100.34
145.33	6.14	101.27
146.26	6.14	101.38
147.01	6.13	101.14
147.47	6.13	100.68
147.48	6.13	100.19
147.27	6.12	99.64
146.95	6.12	99.10
146.74	6.12	98.81
146.46	6.11	98.51
146.10	6.11	98.13
145.62	6.11	97.42
145.01	6.10	96.44
144.26	6.10	95.38
143.35	6.10	94.29
142.15	6.09	93.35
140.83	6.09	92.47
139.44	6.09	91.66
138.05	6.08	90.89
136.73	6.08	90.14
135.45	6.08	89.55
134.26	6.07	89.18
133.00	6.07	89.26
131.89	6.07	89.65
131.15	6.06	90.20
131.08	6.06	90.79
131.89	6.06	91.32
133.06	6.06	91.97
134.40	6.05	92.81
135.61	6.05	93.97
136.84	6.05	95.23
138.04	6.05	96.51
139.19	6.05	97.78
140.20	6.05	98.85
140.99	6.05	99.55
141.44	6.05	99.62
141.63	6.05	99.37
141.56	6.05	98.97
141.22	6.04	98.63
140.63	6.04	98.03
139.80	6.04	97.05
138.63	6.04	95.11
137.33	6.04	92.93
135.97	6.04	90.76
134.79	6.04	89.20
133.77	6.04	88.21
132.80	6.04	87.46
131.84	6.04	86.90
130.82	6.04	86.26
129.77	6.03	85.71
128.69	6.03	85.35
127.52	6.03	85.25
126.00	6.03	85.68
124.63	6.03	86.24
123.56	6.03	86.81
123.18	6.03	86.92
123.41	6.03	86.84
124.16	6.03	86.97
125.55	6.03	87.81
127.49	6.02	89.37
129.66	6.02	91.20
131.74	6.02	93.08
133.63	6.02	94.86
135.48	6.01	96.50
137.41	6.01	97.90
139.34	6.01	98.96
141.04	6.00	99.59
142.22	6.00	99.52
142.98	6.00	98.89
143.43	5.99	97.88
143.63	5.99	96.55
143.64	5.99	95.08
143.48	5.99	93.60
143.26	5.98	92.48
142.98	5.98	91.70
142.62	5.98	91.10
142.21	5.97	90.65
141.78	5.97	90.39
141.30	5.97	90.21
140.73	5.97	90.02
140.06	5.96	89.75
139.21	5.96	89.16
138.25	5.96	88.42
137.21	5.95	87.57
136.04	5.95	86.54
134.64	5.95	85.19
133.39	5.94	84.04
132.42	5.94	83.31
132.15	5.94	83.73
132.39	5.94	84.82
132.98	5.94	86.21
133.96	5.94	87.59
135.19	5.94	88.87
136.47	5.94	90.04
137.52	5.95	90.95
138.30	5.95	91.59
138.92	5.95	92.01
139.42	5.96	92.21
139.77	5.96	92.20
139.94	5.96	92.01
139.81	5.96	91.70
139.44	5.97	91.27
139.01	5.97	90.72
138.73	5.97	90.01
138.59	5.97	89.18
138.41	5.98	88.28
138.07	5.98	87.36
137.41	5.98	86.48
136.62	5.98	85.59
135.73	5.99	84.66
134.81	5.99	83.63
133.87	5.99	82.54
132.88	5.99	81.48
131.84	6.00	80.53
130.76	6.00	79.83
129.64	6.00	79.25
128.49	6.00	78.76
127.15	6.01	78.26
125.77	6.01	77.82
124.60	6.01	77.58
123.84	6.01	77.67
123.70	6.01	78.19
124.02	6.02	79.03
124.84	6.02	80.22
126.37	6.02	81.80
128.13	6.01	83.63
129.86	6.01	85.68
131.21	6.01	88.01
132.44	6.01	90.14
133.56	6.00	91.64
134.61	6.00	92.08
135.55	6.00	92.10
136.42	6.00	92.04
137.21	5.99	92.10
137.77	5.99	91.98
137.93	5.99	91.50
137.63	5.98	90.63
137.08	5.98	89.55
136.38	5.98	88.34
135.63	5.98	87.07
134.77	5.97	85.78
133.83	5.97	84.50
132.79	5.97	83.32
131.70	5.96	82.24
130.60	5.96	81.27
129.52	5.96	80.47
128.54	5.96	79.96
127.61	5.95	79.55
126.72	5.95	79.18
125.87	5.95	78.69
125.08	5.95	78.04
124.28	5.94	77.42
123.46	5.94	76.90
122.31	5.94	76.44
121.22	5.93	76.21
120.40	5.93	76.34
120.20	5.93	77.09
120.62	5.93	78.44
121.52	5.92	80.17
123.03	5.92	82.31
125.03	5.92	84.72
127.20	5.92	87.13
129.18	5.92	89.21
130.91	5.92	90.88
132.57	5.92	92.23
134.16	5.92	93.14
135.74	5.92	93.70
137.36	5.92	94.04
139.28	5.91	94.40
141.27	5.91	94.62
143.14	5.91	94.53
144.72	5.91	93.83
145.91	5.91	92.68
146.61	5.91	91.24
146.33	5.91	89.52
145.32	5.91	87.67
143.98	5.91	85.81
142.64	5.91	84.16
141.75	5.91	82.96
140.92	5.91	82.01
140.15	5.91	81.32
139.43	5.91	80.89
138.75	5.91	81.06
138.07	5.91	81.37
137.39	5.91	81.72
136.66	5.91	81.98
135.85	5.91	81.74
134.95	5.91	81.19
133.99	5.91	80.54
132.96	5.91	79.86
131.77	5.91	79.36
130.53	5.91	78.90
129.28	5.91	78.40
127.95	5.91	77.64
126.55	5.91	76.48
125.46	5.91	75.69
124.88	5.91	75.57
125.45	5.91	77.41
126.56	5.91	79.86
128.09	5.91	82.58
129.94	5.90	85.05
131.94	5.90	87.25
133.96	5.90	89.06
135.66	5.90	89.75
137.24	5.90	90.11
138.73	5.90	90.52
140.18	5.89	91.75
141.52	5.89	92.85
142.76	5.89	93.35
143.93	5.89	92.75
144.79	5.89	91.65
145.09	5.89	90.21
144.64	5.88	88.59
143.85	5.88	86.93
142.91	5.88	85.50
142.13	5.88	84.73
141.30	5.88	84.15
140.40	5.88	83.63
139.41	5.88	82.83
138.32	5.87	81.64
137.18	5.87	80.49
135.99	5.87	79.46
134.79	5.87	78.95
133.59	5.87	78.99
132.39	5.87	79.10
