94.743333	5.520000	89.610000
95.260000	5.520000	90.210000
95.706667	5.520000	89.526667
94.303333	5.520000	87.993333
92.236667	5.520000	87.013333
92.290000	5.520000	87.613333
93.016667	5.506667	86.740000
90.983333	5.493333	82.166667
87.553333	5.470000	77.176667
85.933333	5.450000	76.186667
84.000000	5.433333	75.173333
83.270000	5.406667	75.690000
87.050000	5.353333	81.833333
92.093333	5.256667	86.053333
95.593333	5.143333	85.723333
96.776667	5.030000	82.630000
96.806667	4.920000	79.806667
96.950000	4.883333	77.186667
96.506667	4.940000	73.910000
95.063333	5.076667	69.990000
93.406667	5.193333	67.120000
91.593333	5.286667	65.030000
89.640000	5.360000	63.310000
89.530000	5.400000	64.210000
92.050000	5.396667	67.943333
95.353333	5.386667	69.886667
96.916667	5.373333	68.310000
96.713333	5.363333	64.820000
97.333333	5.350000	63.530000
97.906667	5.340000	63.360000
98.180000	5.326667	63.610000
99.446667	5.310000	64.636667
99.803333	5.290000	63.663333
97.856667	5.260000	59.213333
96.656667	5.230000	56.886667
96.096667	5.200000	56.600000
95.350000	5.160000	57.100000
96.080000	5.150000	59.286667
98.543333	5.170000	62.470000
98.426667	5.200000	60.526667
97.340000	5.230000	57.253333
97.256667	5.250000	56.720000
97.666667	5.270000	57.920000
98.240000	5.293333	59.933333
98.406667	5.330000	61.050000
98.143333	5.360000	60.866667
97.543333	5.390000	59.786667
96.733333	5.420000	59.510000
96.266667	5.443333	60.470000
96.923333	5.450000	62.853333
99.146667	5.440000	65.956667
100.923333	5.410000	66.843333
97.746667	5.376667	61.150000
96.276667	5.340000	59.480000
96.976667	5.310000	62.076667
96.596667	5.276667	63.370000
96.973333	5.240000	64.313333
99.706667	5.213333	65.993333
100.593333	5.190000	64.560000
100.270000	5.170000	62.170000
100.430000	5.150000	61.873333
100.530000	5.126667	62.413333
101.120000	5.106667	63.390000
103.416667	5.100000	64.640000
103.810000	5.100000	63.396667
102.103333	5.100000	60.456667
100.866667	5.100000	59.206667
99.686667	5.103333	58.960000
98.783333	5.123333	59.550000
99.943333	5.150000	62.196667
101.293333	5.183333	63.750000
100.963333	5.220000	61.603333
101.266667	5.250000	60.503333
101.790000	5.280000	60.836667
101.700000	5.296667	61.963333
103.200000	5.296667	64.196667
105.850000	5.280000	66.550000
108.183333	5.256667	67.723333
109.666667	5.233333	67.323333
105.153333	5.210000	61.396667
99.986667	5.190000	57.036667
98.636667	5.166667	59.013333
97.310000	5.140000	61.483333
95.100000	5.120000	62.116667
91.766667	5.096667	59.480000
87.183333	5.073333	56.640000
83.336667	5.050000	55.596667
81.370000	5.040000	56.013333
78.510000	5.060000	54.780000
75.413333	5.083333	52.256667
72.773333	5.100000	50.450000
70.946667	5.116667	50.860000
69.313333	5.136667	51.613333
68.893333	5.150000	53.336667
70.516667	5.150000	56.306667
72.800000	5.146667	57.546667
74.270000	5.140000	55.266667
74.736667	5.130000	51.746667
74.923333	5.120000	51.256667
74.776667	5.113333	52.356667
74.983333	5.103333	54.123333
76.803333	5.100000	55.846667
78.336667	5.100000	55.606667
79.000000	5.100000	53.903333
79.390000	5.100000	53.130000
79.646667	5.103333	53.680000
80.440000	5.110000	55.423333
83.076667	5.123333	57.496667
85.273333	5.136667	58.130000
86.256667	5.146667	57.130000
86.843333	5.160000	55.800000
87.293333	5.170000	55.866667
88.153333	5.170000	57.226667
89.936667	5.170000	58.406667
90.503333	5.153333	58.350000
90.216667	5.133333	58.016667
90.180000	5.116667	58.706667
89.976667	5.096667	59.663333
89.983333	5.090000	60.406667
90.783333	5.110000	60.523333
90.903333	5.140000	59.800000
90.400000	5.170000	58.816667
90.033333	5.190000	58.503333
89.853333	5.210000	59.170000
90.100000	5.220000	60.643333
91.156667	5.206667	62.110000
90.530000	5.186667	61.030000
88.486667	5.160000	58.570000
87.403333	5.140000	58.710000
87.536667	5.113333	61.390000
89.110000	5.090000	66.073333
92.160000	5.073333	70.140000
93.570000	5.056667	69.313333
93.013333	5.040000	64.973333
93.553333	5.020000	63.973333
94.113333	5.010000	65.006667
93.936667	5.020000	66.686667
92.796667	5.070000	65.730000
91.210000	5.140000	62.883333
90.100000	5.196667	60.810000
88.910000	5.250000	59.663333
87.266667	5.296667	59.656667
85.653333	5.336667	60.496667
84.763333	5.350000	62.203333
86.966667	5.340000	66.010000
88.736667	5.303333	66.670000
87.753333	5.263333	61.780000
88.586667	5.220000	60.093333
90.026667	5.176667	60.863333
90.540000	5.140000	62.600000
91.060000	5.146667	61.893333
91.593333	5.200000	58.420000
91.423333	5.246667	54.940000
90.703333	5.286667	53.183333
89.640000	5.320000	54.260000
88.523333	5.346667	56.303333
87.886667	5.353333	58.536667
89.576667	5.310000	61.793333
91.253333	5.246667	62.796667
90.466667	5.176667	59.110000
89.936667	5.106667	56.996667
89.810000	5.036667	57.123333
89.446667	4.966667	58.703333
89.653333	4.943333	60.713333
90.870000	4.993333	62.123333
91.803333	5.046667	61.530000
92.166667	5.096667	59.600000
91.880000	5.143333	57.733333
91.630000	5.176667	57.103333
91.910000	5.180000	58.263333
92.530000	5.176667	58.703333
92.836667	5.163333	57.830000
91.963333	5.153333	55.946667
90.980000	5.143333	54.886667
90.376667	5.130000	55.426667
89.703333	5.120000	56.893333
89.370000	5.116667	58.733333
90.193333	5.123333	60.223333
90.890000	5.133333	60.036667
91.080000	5.146667	58.386667
91.543333	5.153333	57.400000
91.776667	5.160000	57.320000
91.530000	5.170000	58.133333
92.830000	5.166667	59.273333
94.240000	5.160000	59.900000
93.813333	5.146667	59.313333
93.173333	5.136667	57.716667
92.476667	5.126667	56.236667
91.596667	5.120000	56.113333
91.450000	5.123333	57.513333
91.750000	5.136667	58.956667
91.270000	5.156667	57.640000
90.916667	5.166667	56.233333
90.940000	5.180000	56.183333
90.453333	5.190000	57.370000
91.630000	5.193333	60.350000
95.466667	5.190000	64.163333
97.023333	5.190000	62.813333
97.193333	5.186667	59.723333
97.056667	5.180000	57.933333
96.333333	5.180000	58.100000
95.506667	5.170000	59.280000
95.283333	5.176667	59.870000
94.746667	5.180000	59.443333
93.446667	5.180000	58.066667
92.330000	5.180000	56.963333
91.320000	5.190000	56.636667
89.960000	5.190000	57.463333
89.896667	5.190000	59.386667
91.543333	5.183333	61.696667
92.500000	5.180000	62.280000
93.160000	5.180000	61.683333
93.753333	5.180000	60.853333
94.036667	5.170000	60.760000
95.563333	5.176667	62.270000
97.253333	5.183333	63.353333
96.183333	5.190000	60.456667
95.113333	5.200000	58.366667
94.283333	5.203333	57.970000
93.000000	5.210000	58.680000
92.656667	5.210000	60.480000
93.053333	5.210000	62.070000
92.220000	5.210000	60.853333
91.143333	5.200000	59.146667
90.173333	5.200000	58.260000
88.970000	5.206667	58.590000
89.103333	5.213333	60.266667
90.863333	5.226667	62.596667
91.183333	5.243333	62.973333
91.126667	5.256667	62.250000
91.356667	5.273333	61.666667
91.270000	5.283333	62.323333
91.906667	5.293333	64.253333
93.733333	5.303333	66.926667
95.060000	5.313333	68.320000
95.046667	5.323333	66.723333
93.666667	5.333333	62.570000
92.156667	5.343333	60.313333
90.786667	5.350000	60.336667
89.746667	5.353333	62.433333
90.320000	5.340000	65.696667
91.590000	5.310000	68.206667
90.506667	5.273333	67.080000
89.330000	5.236667	65.696667
88.630000	5.200000	65.336667
87.453333	5.160000	65.563333
87.436667	5.130000	67.346667
89.516667	5.103333	70.676667
89.886667	5.110000	69.526667
89.196667	5.126667	66.186667
88.966667	5.143333	64.453333
88.480000	5.153333	63.636667
87.693333	5.166667	63.576667
86.956667	5.170000	64.043333
86.580000	5.180000	64.980000
86.953333	5.180000	66.476667
86.686667	5.190000	66.170000
85.483333	5.193333	63.743333
84.866667	5.200000	62.163333
84.306667	5.200000	61.370000
83.290000	5.206667	61.146667
83.983333	5.203333	62.416667
86.026667	5.200000	63.736667
86.650000	5.190000	61.460000
87.400000	5.183333	59.383333
88.423333	5.173333	58.896667
88.536667	5.163333	59.280000
88.943333	5.160000	60.073333
90.226667	5.160000	60.653333
90.923333	5.160000	59.996667
91.050000	5.170000	58.956667
90.763333	5.170000	58.430000
89.850000	5.176667	57.676667
88.760000	5.193333	57.030000
89.193333	5.210000	58.506667
89.730000	5.240000	59.616667
88.990000	5.260000	58.386667
88.076667	5.286667	58.030000
87.170000	5.306667	58.720000
86.193333	5.323333	59.703333
86.650000	5.333333	61.763333
88.856667	5.343333	64.640000
90.493333	5.356667	65.750000
91.666667	5.366667	66.283333
92.290000	5.376667	66.706667
91.740000	5.390000	66.116667
92.323333	5.386667	66.543333
93.673333	5.350000	67.153333
92.623333	5.283333	64.433333
91.603333	5.206667	62.873333
90.893333	5.136667	63.096667
89.683333	5.053333	63.873333
89.960000	5.020000	65.770000
91.496667	5.040000	67.456667
90.733333	5.083333	64.826667
89.446667	5.120000	62.773333
88.653333	5.150000	63.430000
88.460000	5.166667	65.646667
87.726667	5.166667	66.333333
85.576667	5.160000	63.286667
83.923333	5.150000	61.183333
82.493333	5.143333	60.593333
80.383333	5.136667	61.070000
