epoch,loss
0,0.040282073012345432
1,0.03808041334579048
2,0.03691058568110335
3,0.035438915327018983
4,0.034264976334180186
5,0.03283106607027908
6,0.031664264014732033
7,0.030583429143898552
8,0.029636012675905946
9,0.028831334884909077
10,0.027843746073662332
11,0.027533673147511397
12,0.027111043673152858
13,0.026920101973512241
14,0.026526583803960748
15,0.026214006040494113
16,0.026506932722275545
17,0.026320311604230442
18,0.025947473276692275
19,0.02621599720704618
20,0.026091736430899841
21,0.025960924309205106
22,0.025553781510435462
23,0.025945419285840345
24,0.026001835368554695
25,0.025831185778235264
26,0.025960381338820764
27,0.026044683154193449
28,0.025752336423494619
29,0.02592519814080518
30,0.025899480601287463
31,0.025928530384649179
32,0.025728991648375527
33,0.025819471177236153
34,0.025860072249773696
