epoch,loss
0,0.038278182135946852
1,0.037065570952234658
2,0.03637789703597108
3,0.035621399691094978
4,0.034183327619630166
5,0.032474410615441263
6,0.030939058383912952
7,0.029490495006752802
8,0.028309945171220083
9,0.027927295196049667
10,0.027092202152920578
11,0.026693149954959978
12,0.026228218987282979
13,0.026022621920537656
14,0.025775828587387931
15,0.025586768303310345
16,0.025844649919464294
17,0.025624660845315093
18,0.025789388771516767
19,0.025613743626747423
20,0.025883552619943399
21,0.025417403477858633
22,0.0251697773497634
23,0.025477770989262152
24,0.025526647620930033
25,0.025535544109779033
26,0.025479618952390235
27,0.025407175289319316
28,0.025539292879968666
29,0.025075513675197877
30,0.0253897712259393
31,0.025229593467680191
32,0.02504983105260495
33,0.025480468518383832
34,0.025244844071829187
