epoch,loss
0,0.036940814306210233
1,0.034232343742281408
2,0.033063645076764667
3,0.031898355251233253
4,0.029846190641465771
5,0.028073144227630093
6,0.027117226498443725
7,0.026203365854209959
8,0.026389711963025187
9,0.025653393275120423
10,0.025308655148728897
11,0.025203748510605646
12,0.025238355283859055
13,0.025015212234611822
14,0.025019732336243869
15,0.024859684509988104
16,0.025250230746854157
17,0.025146534191531584
18,0.024892843326192095
19,0.024901332891612879
20,0.025073281990373113
21,0.024559279859070762
22,0.024961213802713551
23,0.024916691848945668
24,0.025046619123820685
25,0.024992596188431481
26,0.024953194863524542
27,0.02476081419313789
28,0.02483260095139574
29,0.024779142532457905
30,0.024775578388607833
31,0.024641911052755011
32,0.024983166541565287
33,0.024966089516272359
34,0.02468054817528368
