epoch,loss
0,0.038498236851546193
1,0.034496550500537029
2,0.033051943249893655
3,0.031777524306403904
4,0.03001845951873262
5,0.028715908085935653
6,0.027013513203773043
7,0.026013819779675845
8,0.025531343258887548
9,0.024887125922067314
10,0.024743899791420783
11,0.024743976710321375
12,0.024160059800123451
13,0.024412640893468236
14,0.024300828627313587
15,0.024229744864044118
16,0.024248022924856994
17,0.024143327203591212
18,0.024095276078225522
19,0.024188938012214466
20,0.02394792145017827
21,0.024041097969577704
22,0.023831054883296506
23,0.023880328728227637
24,0.023955129059127715
25,0.023897302820394133
26,0.023199717142049624
27,0.023873197892097034
28,0.023852136391191325
29,0.023784618551433479
30,0.02384744589711877
31,0.02390248661616079
32,0.023945333854630449
33,0.0238891350343787
34,0.023619077437829074
