epoch,loss
0,0.0381170569237144
1,0.037328478914848348
2,0.036952340417840818
3,0.0363242879645354
4,0.035807517911160429
5,0.035142078272440785
6,0.034452730656851768
7,0.033749167161314826
8,0.032969415288985927
9,0.032338534818431269
10,0.031910052333884234
11,0.030989484620972414
12,0.030357771278474818
13,0.030061495472202333
14,0.029612182616007919
15,0.029288814513644252
16,0.028904963320115766
17,0.029123409987765612
18,0.028623750253247194
19,0.028583255596164467
