epoch,loss
0,0.038981354058852696
1,0.037748053852696396
2,0.037053858547452502
3,0.036145024115300108
4,0.035157009609333205
5,0.034019361308172791
6,0.032827942019635341
7,0.031725065998785391
8,0.03070404553709874
9,0.029766184300670115
10,0.028684592226251294
11,0.028551548801010879
12,0.027887624857470841
13,0.027908292782457194
14,0.027276618621286466
15,0.027526239859460639
16,0.027184503551352136
17,0.027278038993004999
18,0.027566997127791582
19,0.027076852502640209
20,0.02718193483804706
21,0.026991419955299658
22,0.027004136502142537
23,0.027102547076013679
24,0.02699616252487004
25,0.026773582603888981
26,0.027022171946436222
27,0.027096252851122233
28,0.026688949559823285
29,0.026997900684458939
30,0.026902773714151344
31,0.026653620049180256
32,0.026654777528780191
33,0.026919069114157614
34,0.026858586931009829
