epoch,loss
0,0.039047667036442579
1,0.036830813357016469
2,0.035445934379031749
3,0.034109573984276019
4,0.032996746222832711
5,0.031395450934644104
6,0.030121509214488081
7,0.029015788244426983
8,0.027771878851265461
9,0.027423090899775789
10,0.026754584917403658
11,0.025954065983637552
12,0.025843157637512611
13,0.025566771549219009
14,0.025488891784051965
15,0.025417486821709061
16,0.025265000482919141
17,0.024964422057959883
18,0.025087741476847284
19,0.025295864598056245
20,0.025044798378259115
21,0.025090571091869206
22,0.025056776122212111
23,0.024749067204100497
24,0.024985406851315634
25,0.024960141292819517
26,0.02505342680053264
27,0.024952034233667823
28,0.024975759253383269
29,0.024914396368368338
30,0.024942036168941698
31,0.024942215962103321
32,0.02459730730033282
33,0.024732262665135209
34,0.024786146213527056
