82.820.000	5.170.000	60.953.333
81.640.000	5.170.000	61.426.667
80.786.667	5.170.000	63.200.000
81.696.667	5.170.000	66.963.333
84.770.000	5.170.000	71.963.333
87.286.667	5.170.000	73.403.333
88.300.000	5.176.667	71.203.333
88.073.333	5.180.000	67.956.667
87.176.667	5.180.000	65.993.333
86.013.333	5.180.000	64.920.000
84.856.667	5.180.000	64.540.000
84.213.333	5.190.000	64.953.333
85.503.333	5.196.667	67.730.000
87.016.667	5.203.333	70.443.333
86.630.000	5.213.333	69.713.333
83.946.667	5.223.333	64.836.667
82.020.000	5.230.000	62.460.000
80.800.000	5.240.000	61.863.333
79.630.000	5.243.333	60.850.000
78.750.000	5.253.333	60.630.000
78.780.000	5.263.333	62.150.000
81.546.667	5.276.667	66.390.000
85.866.667	5.293.333	70.603.333
90.090.000	5.306.667	73.170.000
92.453.333	5.323.333	73.176.667
90.713.333	5.346.667	67.130.000
88.340.000	5.366.667	63.296.667
86.733.333	5.376.667	63.656.667
85.250.000	5.390.000	63.573.333
83.896.667	5.400.000	62.883.333
82.613.333	5.386.667	63.190.000
82.783.333	5.366.667	65.410.000
85.376.667	5.326.667	69.816.667
88.866.667	5.286.667	74.476.667
92.406.667	5.246.667	74.906.667
93.603.333	5.206.667	70.926.667
91.760.000	5.166.667	65.593.333
89.413.333	5.126.667	62.640.000
87.153.333	5.090.000	61.533.333
85.506.667	5.050.000	61.746.667
83.743.333	5.010.000	62.323.333
81.440.000	4.970.000	62.496.667
79.120.000	4.926.667	62.440.000
77.080.000	4.890.000	62.280.000
75.510.000	4.863.333	62.676.667
74.803.333	4.853.333	63.993.333
75.373.333	4.870.000	66.270.000
75.793.333	4.896.667	65.620.000
75.893.333	4.916.667	62.766.667
76.343.333	4.933.333	61.126.667
78.093.333	4.953.333	61.866.667
81.676.667	4.973.333	64.166.667
86.010.000	4.990.000	64.820.000
85.410.000	5.020.000	58.236.667
84.013.333	5.046.667	53.853.333
83.906.667	5.066.667	54.963.333
83.380.000	5.083.333	56.050.000
82.353.333	5.100.000	56.540.000
81.163.333	5.120.000	57.680.000
80.803.333	5.133.333	59.970.000
82.276.667	5.136.667	63.626.667
86.106.667	5.130.000	67.833.333
89.210.000	5.120.000	68.703.333
90.083.333	5.113.333	65.926.667
89.516.667	5.106.667	62.533.333
87.616.667	5.100.000	59.256.667
85.166.667	5.090.000	57.000.000
83.180.000	5.083.333	56.723.333
82.310.000	5.080.000	58.300.000
83.026.667	5.080.000	61.443.333
85.366.667	5.080.000	65.340.000
88.203.333	5.090.000	66.316.667
89.873.333	5.090.000	64.873.333
89.330.000	5.100.000	63.626.667
87.866.667	5.100.000	62.576.667
85.886.667	5.106.667	61.713.333
83.623.333	5.116.667	60.966.667
81.370.000	5.126.667	59.936.667
79.363.333	5.140.000	58.443.333
77.326.667	5.153.333	57.453.333
75.663.333	5.163.333	57.956.667
76.280.000	5.173.333	62.100.000
79.033.333	5.186.667	68.443.333
82.843.333	5.196.667	73.806.667
85.823.333	5.213.333	74.360.000
86.116.667	5.230.000	69.203.333
84.693.333	5.246.667	62.496.667
83.870.000	5.260.000	60.143.333
82.903.333	5.273.333	59.806.667
81.316.667	5.280.000	59.910.000
79.660.000	5.290.000	60.243.333
78.313.333	5.290.000	60.566.667
77.810.000	5.280.000	62.766.667
78.733.333	5.276.667	66.823.333
81.806.667	5.270.000	70.206.667
85.603.333	5.260.000	73.513.333
87.176.667	5.256.667	72.736.667
84.950.000	5.250.000	64.743.333
84.166.667	5.243.333	61.866.667
84.216.667	5.240.000	62.623.333
82.956.667	5.230.000	62.243.333
81.053.333	5.226.667	61.143.333
79.513.333	5.220.000	60.160.000
78.246.667	5.213.333	59.953.333
77.156.667	5.196.667	61.176.667
77.370.000	5.183.333	63.753.333
79.430.000	5.166.667	67.633.333
83.123.333	5.150.000	72.566.667
87.543.333	5.133.333	76.660.000
87.836.667	5.116.667	73.613.333
84.910.000	5.103.333	66.010.000
84.423.333	5.086.667	63.210.000
84.103.333	5.073.333	62.930.000
82.683.333	5.053.333	63.726.667
80.883.333	5.036.667	63.290.000
79.016.667	5.023.333	60.903.333
77.713.333	5.020.000	60.013.333
76.913.333	5.033.333	60.366.667
76.183.333	5.046.667	60.203.333
76.993.333	5.063.333	61.966.667
79.920.000	5.076.667	65.896.667
83.816.667	5.096.667	68.286.667
86.370.000	5.116.667	65.390.000
86.660.000	5.140.000	59.883.333
85.273.333	5.160.000	55.196.667
83.680.000	5.176.667	53.530.000
81.940.000	5.193.333	53.536.667
80.143.333	5.213.333	54.026.667
78.330.000	5.226.667	54.566.667
76.843.333	5.240.000	55.243.333
77.400.000	5.250.000	59.173.333
80.256.667	5.243.333	65.590.000
84.386.667	5.240.000	71.083.333
87.236.667	5.240.000	71.413.333
88.430.000	5.233.333	69.103.333
88.083.333	5.230.000	66.356.667
86.400.000	5.230.000	63.910.000
84.610.000	5.226.667	62.223.333
83.043.333	5.220.000	61.243.333
81.306.667	5.220.000	60.360.000
79.676.667	5.223.333	59.750.000
78.520.000	5.230.000	59.760.000
78.543.333	5.230.000	61.203.333
79.873.333	5.230.000	64.620.000
82.370.000	5.230.000	69.096.667
85.656.667	5.230.000	70.943.333
88.433.333	5.233.333	71.673.333
88.980.000	5.240.000	68.983.333
87.866.667	5.240.000	64.873.333
87.213.333	5.240.000	64.766.667
86.780.000	5.240.000	65.450.000
86.340.000	5.240.000	65.383.333
85.436.667	5.246.667	64.723.333
84.193.333	5.250.000	63.840.000
82.860.000	5.250.000	63.246.667
81.676.667	5.260.000	63.060.000
80.920.000	5.293.333	63.553.333
80.980.000	5.326.667	65.336.667
81.910.000	5.353.333	68.290.000
83.570.000	5.390.000	71.956.667
85.240.000	5.420.000	74.483.333
85.936.667	5.450.000	74.943.333
85.183.333	5.480.000	73.596.667
84.896.667	5.500.000	73.893.333
87.076.667	5.496.667	76.643.333
90.246.667	5.470.000	78.806.667
90.090.000	5.440.000	75.713.333
89.456.667	5.410.000	72.280.000
88.596.667	5.380.000	69.913.333
87.216.667	5.346.667	68.943.333
85.393.333	5.310.000	68.506.667
83.426.667	5.280.000	68.213.333
81.890.000	5.266.667	67.806.667
80.593.333	5.260.000	68.430.000
79.836.667	5.250.000	71.056.667
81.746.667	5.243.333	75.643.333
85.413.333	5.236.667	80.556.667
88.043.333	5.230.000	80.753.333
87.993.333	5.220.000	74.430.000
88.303.333	5.210.000	72.863.333
87.980.000	5.203.333	72.686.667
86.423.333	5.196.667	71.180.000
84.856.667	5.186.667	69.773.333
83.456.667	5.180.000	69.016.667
82.206.667	5.180.000	69.450.000
82.753.333	5.180.000	71.496.667
